s,t,status,forcedness_ln,L1,L2,path_len_edges
11377008396,11383553094,ok,3.343586464132428e-05,8636.185770812335,8636.474533978282,70
11368370593,4654975985,ok,0.00026598786374979345,3414.7655341828695,3415.6739411797757,30
5172386800,12355192284,ok,0.0016026853956812505,6195.716706619284,6205.654452713852,38
4682797802,10738348096,ok,0.00038492117565192593,6199.700212195375,6202.087067435835,34
5920272907,3062812986,ok,0.0007232621924059068,4610.447423425854,4613.783191909492,30
4642688815,4644457907,ok,7.10913524808657e-06,4268.358082367653,4268.388426810409,41
4644458123,6146228324,ok,0.00032454701674442324,10011.939919636734,10015.189792209174,63
11263811713,5172386891,ok,0.0004444125441182614,9595.190885764641,9599.456056635005,42
5920272171,9369826392,ok,0.0005440723804309386,3626.7366929353925,3628.710437082264,35
11377005946,4651169967,ok,5.335301044859274e-05,5412.168130592828,5412.456893758773,51
6433522148,13072263141,ok,0.0011500500431002062,5560.035838101057,5566.43383585993,36
5172386789,6168025710,ok,0.09322496347212612,1051.709047148797,1154.4701202769363,8
9025763293,9259996669,ok,0.0006626639597904427,1928.6382570249887,1929.9167196381575,12
3960700324,5292738535,ok,0.002926885212571038,920.5168288656325,923.21502268555,8
5348933852,9867115798,ok,0.0007220925700244798,8857.158111093624,8863.556108852497,63
4654975960,11377005955,ok,0.0004763117417264659,2685.691848554028,2686.9713798198454,17
9170269031,11377005940,ok,0.006213786457212468,5451.1464450482035,5485.124160813296,42
5172385286,11370676736,ok,0.007629626674688098,2571.010345674466,2590.701216265464,27
13443010850,2093020483,ok,0.0027917269572767596,3451.9668967997127,3461.6173102330677,27
607332489,2352785202,ok,0.003861837489334659,3748.151346065633,3762.6540830320014,32
6518850341,4644458176,ok,0.00016519821541956616,1862.9190375363883,1863.2268138582099,22
2094046106,806428924,ok,5.873304968424671e-05,4887.139427266076,4887.426472298304,32
9436280026,9327595976,ok,0.022971456088573258,1281.6614814261147,1311.4438746978026,6
3966737306,5172385304,ok,7.140142742154342e-05,6504.338534506093,6504.802970142376,43
11368447934,4553784756,ok,0.004066635668525239,4014.063062706232,4030.4200311063296,30
12944434530,7868195250,ok,5.206506292268543e-06,6559.025904329546,6559.060054028088,49
5385296759,5172386735,ok,1.1573975164649594e-05,2950.542094081078,2950.5762437796207,31
9170269030,7868195278,ok,0.011285729792857887,338.52496990897026,342.36711115113724,8
13072303637,11368472939,ok,0.0035679670537516867,2474.8475730194236,2483.6935192610295,31
4711514083,4644458313,ok,9.467152217555052e-05,3250.8376981063298,3251.145474428152,38
5385296761,11377008423,ok,0.015669142416991744,2940.7887310984866,2987.2312757491136,21
7868195253,4659625120,ok,0.0014275394121307876,7039.369172055404,7049.425325054663,56
9025763291,5172386352,ok,0.039994853795628095,729.9518279304752,759.7378173753294,7
4712081634,9422127077,ok,0.0016741789167732206,1635.2554989670255,1637.9955022347945,11
11005384329,9422127018,ok,0.02440617241309864,1152.7050058052125,1181.1842438646236,9
5130438556,10913604995,ok,0.030481765341174718,1158.7405584013266,1194.6048426797354,14
5364054041,11368370568,ok,0.0034154792849931193,5955.698132455314,5976.07447373181,30
11383564625,5130438554,ok,0.012973674205688982,2511.8050877584456,2544.6047345428406,30
11383454606,2090302456,ok,9.017777937950729e-05,4391.290102267298,4391.686116912923,36
768530227,11368472927,ok,0.004561811176443754,4204.009707761531,4223.231415799727,38
11292996714,5172386535,ok,0.2742028800946298,296.6514416271839,390.2395309358423,3
3955453964,11383544041,ok,0.0004733263564961918,6864.404365720651,6867.654238293091,48
9237433276,4644458372,ok,8.221336691557242e-06,3690.922675810744,3690.9530202535,42
11370689799,6147416353,ok,7.269892475228033e-05,3948.2647012854904,3948.5517463177175,25
4077608783,3955635841,ok,0.0002656998518732889,4811.040608470401,4812.31907108357,44
9327481466,12364873992,ok,2.375857701676002e-05,12081.599926881847,12081.886971914073,67
4644458105,11377008404,ok,0.0037594529702394608,4126.983163341634,4142.527563365565,29
9195159986,4644456550,ok,2.5415759984413505e-05,1923.5595518454886,1923.6084411946515,31
11383494920,5172386877,ok,0.0009057869049572515,4706.66938402807,4710.934554898434,29
6041001004,9195159941,ok,0.00036424735369426197,4466.003728267363,4467.630754609004,41
1980805238,4632668434,ok,0.008794340985359469,859.4734530423339,867.0652893251445,12
9422127051,11377005962,ok,0.0012509089611349642,6573.550334893636,6581.778393116989,47
4646571251,9274304202,ok,0.004275878557641586,2631.9878749721074,2643.2660303186476,22
9378723472,5172386357,ok,0.00034435861470863226,4094.3674702453086,4095.777643744231,35
4673372381,1000302442,no_path,,,,0
6424387026,11263811713,ok,0.0002942540359152864,11042.820336247092,11046.070208819532,63
9378723472,6147416349,ok,6.841322560738348e-05,4195.610000154334,4195.897045186561,25
2089664699,11368370568,ok,0.0005216901393946143,2702.38133259876,2703.7915060976825,23
3966723095,9369659526,ok,5.160452574902739e-07,4975.062521001408,4975.06508835949,41
4654975959,4644458303,ok,0.004390206256554425,2245.6887352754834,2255.5694453189008,24
9063473014,3955454008,ok,0.12170942952007144,2254.3026070610076,2546.067697374291,11
4679542695,11292996708,ok,0.000928355479522127,6888.555678618702,6894.953676377573,44
5833798061,5344150551,ok,0.03343382737288418,2470.8669222128574,2554.8739737238902,10
7868195241,11383544048,ok,0.0035963952269205705,2791.150653492936,2801.206806492194,36
9327595801,5920272176,ok,0.0003800669486079282,5381.562441355936,5383.608184106743,53
6440411700,2090306862,ok,0.033653483507504925,1012.9999133869272,1047.6710188141806,7
4637514372,2090300450,ok,0.0006447605819963077,2796.324907445939,2798.128448884448,26
9369659486,9013292101,ok,0.00010981789938199676,5579.080353655053,5579.69307018298,71
4644456580,2093025314,ok,0.0047740563131951,2722.151364013501,2735.178138453963,31
6146972486,4644456583,ok,0.0007554436861236098,4300.314158171713,4303.564030744152,51
2090302457,11383450508,ok,9.369813294270925e-05,4226.296517997365,4226.692532642991,35
4644456573,5172386328,ok,0.00019389412588772582,3650.17900571399,3650.8868226001873,42
9422130118,4761276198,ok,0.0004024799444852281,5251.484504999786,5253.598547593158,43
9422094488,12364877223,ok,0.0002128027370928155,6076.869856439022,6078.1631685827315,44
2090308410,8086956154,ok,0.01652385375977468,2522.5671399392613,2564.595953157145,7
12944417196,3582943819,ok,6.1461883690640714e-06,5556.223068084359,5556.257217782901,54
4644457965,11370676741,ok,0.011384581179883347,1763.254930623945,1783.4435509648067,18
2090306809,3966737257,ok,0.0006440970909475692,9930.082908433733,9936.480906192604,67
4632668460,12944434505,ok,5.694733319647264e-05,5247.830420250762,5248.129278707777,33
2093021898,2094043174,ok,0.003368002412703652,2516.9890379025765,2525.480554752684,35
3955454009,4077608783,ok,0.0007866876527164669,6797.814953689661,6803.1648148381255,34
11377005958,11377008379,ok,0.10743498627874144,954.7069584445304,1062.9883618434899,7
9327481230,3960700328,ok,0.0003801070833683044,8175.717698866924,8178.825937770272,62
4646533436,11383450541,ok,6.218048987122112e-05,7468.921489306752,7469.385924943035,43
6518898213,2094031775,ok,0.0016521508535607852,2192.0704387736705,2195.695063208851,29
6518850349,2090304555,ok,0.0011565126607419424,2808.4376293799505,2811.6875019523895,29
9369659447,5347213076,ok,0.020484095972403627,1950.897325621438,1991.2717992230278,20
11377007807,4646484093,ok,0.005565406672361442,2129.567116853153,2141.4520655040187,20
4670330997,11778088664,ok,0.012546248453002843,1522.4774230184933,1541.6991310566889,17
5172386412,2089666820,ok,0.011604421702758985,2442.776444651237,2471.2885660215584,18
4553784778,9327595720,ok,0.0005558889543741877,5844.63739822413,5847.88727079657,51
4644458304,4642688817,ok,2.939689524634977e-05,4900.4424131646465,4900.586473074374,57
9334554517,9369826402,ok,0.005310821809754766,2371.3027957328227,2383.9298627106086,22
4637864554,9259996679,ok,0.00034537833810434327,9407.976785068142,9411.226657640582,57
11383463961,3966737306,ok,0.0007970150035796843,8024.251009993945,8030.649007752818,62
11383564571,11083052161,ok,0.00039797484812082655,5310.943551745376,5313.057594338748,48
11368370519,4650574860,ok,0.004954681897628499,3293.143820670417,3309.5007890705147,29
4712721521,9352983247,ok,0.006812893705745646,2616.7328004036794,2634.6211894843336,25
3966747291,9369826367,ok,0.0009932113707162512,5186.089036479359,5191.242477884595,45
11383534587,11292996700,ok,0.0008454738832087645,3239.420146239613,3242.160149507382,34
358924991,4644456555,ok,0.0016096154941861052,3856.823831628075,3863.0368339567976,26
5172385289,4674264729,ok,0.0009445766543598697,4292.620495209447,4296.677119910124,42
4644456528,11383553084,ok,0.003284178331222299,3960.01486897348,3973.041643413943,44
607332449,3966874011,ok,4.009647139074105e-05,11582.723095615052,11583.187531251337,68
4644456569,9352983528,ok,0.03471646367605018,1460.9979791422345,1512.6093612110358,15
4644458305,2090305024,ok,0.002040048246950453,4838.432092164098,4848.312802207516,45
6729361905,6729361911,ok,0.43345672861833534,139.12154411007398,214.60619506130436,2
6518850376,9170269037,ok,0.001552730811630915,1942.2908440580698,1945.3090415144811,19
6729599102,12944434535,ok,7.687949521782734e-05,5318.9375033004435,5319.346436249871,29
7488007907,11383534598,ok,0.0005207734281436103,6238.848310349081,6242.098182921521,57
9327595720,11383463957,ok,0.002197567348006893,2495.6476112920373,2501.137995529748,24
4659625151,1980805277,ok,0.0008522010036070469,8112.3454962717915,8119.261791863765,58
3008086106,4644457929,ok,9.868860858642534e-06,3074.751327318442,3074.781671761198,24
9369659494,9237433037,ok,8.077265971613336e-05,5344.143649028035,5344.5753271581325,59
4644456530,9422127046,ok,0.003755609500576743,3462.1086167222584,3475.135391162721,33
13169560596,9274304730,ok,5.6269684397191696e-05,10888.621394835527,10889.234111363456,86
3955453968,4691920294,ok,0.001230985742786699,4343.323270769096,4348.673131917561,33
4644458368,9218002013,ok,0.056401942997760524,637.9538505770927,674.9697595536016,14
6518850348,3955455239,ok,0.0009666578681512161,1490.277432432376,1491.7187173406319,21
4654975944,9366887324,ok,0.0003970045350822512,3713.385082282667,3714.8596056777105,29
4632668436,9422127049,ok,0.011282769767808815,3475.734200318211,3515.1721754982977,36
11361103093,10182037320,ok,0.0001313874822311429,9729.835797977505,9731.114260590677,48
11383511616,9202074169,ok,0.006149105843576327,3366.029813578537,3386.7916551358253,27
11757562278,3462616846,ok,1.0006635980343989e-05,2137.82354171257,2137.8449342415756,17
4655595067,9369826367,ok,0.0002525629634585338,2683.3842446874514,2684.0620537555183,33
4644458305,5913325101,ok,0.0026701363264308316,3695.5133694166775,3705.3940794600953,26
9369659528,6729361910,ok,0.00018133307135408168,2183.709449564359,2184.1054642099843,22
4644458100,11377007804,ok,3.3441228222739786e-05,4307.781401193655,4307.925461103383,40
4642688813,4644456585,ok,8.053152213760106e-06,3768.0053433793673,3768.035687822124,36
11383531867,9369659451,ok,0.016870668567431545,2255.329963317704,2293.7016555837936,22
9422127114,7461492889,ok,0.0004544798366976667,4500.261059904377,4502.306802655183,44
3191274025,4641835261,ok,4.419255348707696e-06,7727.460938410527,7727.495088109069,54
11782519936,2352785201,ok,0.002785470241778996,3459.7315235184524,3469.381936951807,30
3960713570,11757562283,ok,0.0043381863696275585,2996.2673513913332,3009.293953057899,21
10212002701,11370676741,ok,0.003153190332040752,6084.460413372749,6103.676154647472,44
5172386519,9237433033,ok,0.00018079511317861492,3825.6727511964405,3826.364476662885,32
4654975944,4646533396,ok,0.0016842248686743744,2343.2787581790635,2347.228691892417,14
9352983514,9369659485,ok,0.005508634563269895,1876.3298096715534,1886.6943459251684,35
3955453985,11383494966,ok,0.0012706868707280349,7589.819039764021,7599.469453197375,59
7275931462,4644458110,ok,0.0002674043244289679,9544.83201706918,9547.384687708865,65
11377008423,11383454600,ok,5.349572545875147e-05,8681.501367647546,8681.96580328383,56
9274304207,9327481445,ok,0.00013975034174020762,10550.388260289254,10551.862783684295,69
9369659469,9075904231,ok,0.0013843745834613932,2345.9138948175046,2349.1637673899436,32
11377007851,9016207984,ok,8.024422381496691e-06,3781.495983916597,3781.526328359354,34
9259996668,9327481109,ok,0.0022386880921869464,6137.775594261216,6151.531551300125,39
2093023420,9195159984,ok,0.0069243726553185996,2038.6717543499894,2052.8372643346183,23
6041001001,9369826407,ok,0.005981449850069308,4718.924979700109,4747.235577615865,37
11383450474,9352983526,ok,0.0020266316846028368,3728.17941973211,3735.742727701118,30
6146228327,11370689789,ok,0.0037408997639464753,7069.448596832719,7095.94422326213,30
4745018560,9259996674,ok,0.001480111564147282,6013.867125211764,6022.77491012055,47
7868195268,10614202065,ok,0.00037581117566554335,8645.996052986024,8649.245925558464,54
4922052444,1980805253,ok,0.00010137328712082013,4581.207822951223,4581.672258587505,21
6729599102,4682797800,ok,0.001201242782554687,1707.7828007240532,1709.8354951329318,17
8086586474,12920886488,ok,0.0013247766264875664,7538.973448219183,7548.967522527457,32
2093025315,7868195260,ok,0.004685601679809901,2141.157639848937,2151.213792848195,28
11821084212,9422127060,ok,0.002611798929798026,1242.6800455315897,1245.9299181040287,21
4655595068,4922052444,no_path,,,,0
4682895181,5913325093,ok,0.005321604879239658,3031.864221103902,3048.041611197228,20
4655595067,414688736,ok,0.0002552755277238714,2654.866934391619,2655.5447434596854,22
12872566236,5172386435,ok,0.000161730584755356,6803.29588616477,6804.396276167664,42
5172242646,4637864544,ok,0.004850618159049514,5449.082452907579,5475.57807933699,16
12364779901,9369659511,ok,0.002524087431682251,3053.9015440857693,3061.619595010807,28
11377007800,9327595773,ok,0.00043106082031639075,7537.61887709565,7540.86874966809,63
12872576430,11377008423,ok,0.00025265645693092786,10822.1357482607,10824.870376181436,81
13169574042,9369659501,ok,0.0056090789127950305,6926.1399008491635,6965.098324408435,47
2090306809,4685422519,ok,0.0005221725433265089,4318.0599941821865,4320.315355344176,15
4646709100,10738348100,ok,0.0015964408905807862,8153.373573842584,8166.400348283047,61
5869979420,4644457967,ok,1.4897383708409645e-05,2292.3115119544645,2292.3456616530075,24
2093021682,9369659497,ok,0.008060762169641555,1280.6257182445627,1290.9902544981776,20
11368472924,4553784747,ok,0.003654253236128557,4467.971783757731,4484.328752157829,36
4712721491,13072263148,ok,0.035138515648805095,1443.1434507636582,1494.7548328324592,17
4673431815,11377007827,ok,0.0006513689040595691,7103.335536504545,7107.9639356221105,66
11383534600,3966737276,ok,0.0004532664857201452,7168.269001308671,7171.51887388111,64
4654975905,5172386899,ok,5.0552026531697215e-05,3560.266992281714,3560.4469755423884,21
7868195283,9170269047,ok,0.0015792861211870012,826.5194526500966,827.8257946229144,14
6518898186,2094268655,ok,0.0006505977989541485,5569.409368610466,5573.033993045647,40
9334554516,6518898217,ok,0.030669104573108855,2265.8012755721834,2336.367949049768,15
4077608783,9013405187,ok,0.0013014996870178124,4107.86151980326,4113.211380951724,30
5172386435,2094268655,ok,0.00047638605842515927,6820.305673196962,6823.555545769402,52
12212940411,11381207811,ok,0.0018283150706238948,8494.26588070872,8509.81028073265,61
6168025710,11377008397,ok,0.000519300383554776,3587.4975931869953,3589.3610658723023,27
5913323478,2089653253,ok,0.0003671895559509821,4014.963587395921,4016.4381107909644,28
4644458313,9222956472,ok,0.007181764507180636,1370.8709100549731,1380.751620098391,16
13073428738,4644458123,ok,0.0075788563507995345,4351.412664692018,4384.51668304547,42
9259996681,9369826371,ok,0.0024086595211623343,2136.971792274177,2142.1252336794128,22
11368370593,3955635844,ok,0.0002739486064052615,4666.158084951285,4667.436547564454,46
13073418379,11383450559,ok,0.0041290182684895985,1804.3954530973338,1811.8612374598824,23
5364054051,4054947893,ok,6.743355885588543e-05,6887.074997434933,6887.539433071215,40
3966735842,6070570528,ok,0.0011470317746273228,2906.506870076224,2909.842638559862,27
9260067532,11383564583,ok,0.004033086169073212,2974.5991812939983,2986.6202207603183,30
12872305509,3462616845,ok,0.0006661115844658974,9601.795336371464,9608.193334130336,55
5920272173,5348062441,ok,0.00022669379765346068,2762.4252278679437,2763.0515235195703,27
4659625133,4563808726,ok,0.0001854064835460217,10132.149141517664,10134.027881820692,68
6147416345,3008086127,ok,0.0144253287292373,1622.9494748482632,1646.530729290079,10
4644458170,9422127105,ok,0.003766757482168537,2823.1373472758605,2833.7914741608447,25
13169560594,12872566236,ok,0.0017256439083193484,5786.5088118567655,5796.502886165038,23
11381207807,4680082653,ok,4.2883044443032414e-05,10830.053793508952,10830.518229145237,64
9369659434,12214622912,ok,0.0015622004686622604,1343.3417685160928,1345.4419777032056,17
8900434790,4655595077,ok,0.006036638300935521,4052.787965567529,4077.3271732671838,24
4680058488,9366887327,ok,0.0003285066981755225,7769.252170857085,7771.804841496772,59
3966737343,4761276199,ok,2.217981910887906e-06,2736.424185439455,2736.4302547855295,25
5130438578,4644458153,ok,0.00024242887927998976,5272.918206352978,5274.196668966147,45
9201224527,3008086121,ok,0.0017428058139753325,3372.658382274671,3378.54139589795,27
8874450473,9327595794,ok,0.0005962010249471908,5449.342996876632,5452.592869449072,56
2352785221,6070570528,ok,5.276269887973933e-05,5440.1587817020445,5440.445826734271,34
11375055966,4553784758,ok,0.0004524354205269352,2401.5627567278884,2402.6495546180417,19
4642688816,12214622912,ok,4.002013298119743e-05,7215.303056307036,7215.591819472981,62
5172386520,9482872260,ok,0.006664992800946761,1609.0999406961473,1619.860399573857,11
10738348100,3960713579,ok,0.00011840236407337779,6836.982665554743,6837.792228391605,48
9327434862,9415239958,ok,0.011446012610171204,3902.3521578229593,3947.2751338557787,22
5344150552,5172386470,ok,0.002156918966026052,4469.342495800046,4478.992909233401,40
9352983238,11375161471,ok,4.6626987181525703e-05,6156.055915443066,6156.342960475294,34
4659625151,6424387027,ok,0.0004806979528772699,9306.21764252374,9310.692197662118,68
4644458359,2090305024,ok,0.0025819902654725464,4481.261317440132,4492.846840956863,41
11375161476,2090313856,ok,0.00010057818589306266,12710.492938108931,12711.7714007221,67
4642688818,4644457982,ok,7.363683652278218e-06,4120.808615073277,4120.838959516033,39
11368370568,5348067224,ok,0.008045490711205285,2522.4666941848577,2542.843035461353,16
12364566067,3960713565,ok,0.00021693792455631633,9379.62000531608,9381.655021341256,72
9201224542,5172386543,ok,0.07106297604624545,1601.6405028949057,1719.5994646638565,7
4553784750,9081650308,ok,6.326119141150998e-05,11076.945641627011,11077.646404570816,66
4790160837,4642688805,ok,0.0002781899578431857,1394.1578375009447,1394.5457321626839,14
2094043174,11383474047,ok,0.0037428500875647335,4283.066275213705,4299.127188242126,28
4654975934,5920272908,ok,0.012901424949960424,1800.4449629308065,1823.8237540801952,16
11368370610,4691920294,ok,0.0145264689441512,1392.5408524058687,1412.917193682364,16
4644458123,4644458361,ok,0.007641056639732748,413.1758382801479,416.34503083288996,6
9422127101,5599526714,ok,0.0013687495523153933,4280.997288970925,4286.860914095353,38
2094022159,11375055961,ok,0.0005859075071689678,10916.609782571039,10923.00778032991,61
5913323478,12944471558,ok,0.0008968576172648805,4696.578617827003,4700.792669555214,32
7868203111,9369659503,ok,0.005552082478772202,1861.6060797889265,1871.9706160425415,24
9422094492,5172386814,ok,0.0039611606845890626,1898.800605491238,1906.3369763312207,12
5385296759,9327595773,ok,6.088840434882262e-06,5608.554689898119,5608.588839596662,59
3966737343,3960713576,ok,0.01632882772360916,812.2321200755151,825.6037932024444,7
296061934,11005384327,ok,0.0017862302023243552,5397.846849044308,5407.497262477664,38
6518898211,11368472897,ok,0.012149350545377958,2571.190701529215,2602.6195320293377,25
5364054050,11370676753,ok,6.817022928435587e-05,6812.648439004836,6813.112874641119,50
10738344068,3955453985,ok,0.0006934439405420712,9970.377464234216,9977.29375982619,65
4632668438,5348933852,ok,0.0009439855346847966,1964.8972512003475,1966.7529615266717,21
6168004553,4670330999,ok,0.012652681367996705,2725.914168487488,2760.6234113430673,24
4680058487,11005384331,ok,0.0013417987246217846,4765.026370093644,4771.424367852515,37
10738348076,4682797801,ok,0.0027659674468495554,6117.68392295807,6134.62866103296,33
9327481245,6967793518,ok,0.00046566681543832634,9936.979406421658,9941.607805539225,76
4644458297,11368370519,ok,0.0020811006243598284,4742.890429255591,4752.7711392990095,42
9369826406,3966873817,ok,0.0063909184490337405,1661.751500128216,1672.4056270132003,13
9170269022,9073193352,ok,5.8341659740832816e-05,4919.926176960882,4920.213221993109,47
6728983042,414688690,ok,0.06796237226790393,1622.220648746882,1736.3033707293378,7
4637091417,7461497700,ok,1.2349881268092856e-05,3958.665367974151,3958.7142573233136,41
11368370550,9422094486,ok,0.005771848503866073,1858.9252428069992,1869.685701684709,13
9422127048,10738344162,ok,0.0005533639769881417,5871.31365479629,5874.563527368729,48
2090305027,4761276198,ok,0.001618895852309732,5820.869702175367,5830.300715847761,44
7259984568,13169574044,ok,0.0014909892875154863,6697.98617231645,6707.980246624725,23
5913325095,9215611321,ok,0.09220621128824229,832.3228655798886,912.7177037243197,7
9369659490,13169574044,ok,0.005871531554938897,6615.678092341401,6654.636515900672,38
3462635693,4682797800,ok,8.277500285980996e-05,3584.3362078524783,3584.632913572073,36
4682797801,11383553085,ok,0.008616489958022373,3806.504864102643,3839.4452866475162,30
9369659489,4553784773,ok,0.001352506575528073,5110.229853011761,5117.146148603736,58
9369659485,4644457981,ok,0.00036521942727920086,2576.161345068973,2577.102381071853,39
4682895178,5364054048,ok,0.00013630987584281154,5747.636118111642,5748.4196310763555,36
5172386601,4644458312,ok,7.322234051898829e-05,4203.1578303361475,4203.465606657969,47
4682895187,10738344061,ok,0.0031196275656571004,6182.180116591424,6201.496330129539,41
9366808894,11370676768,ok,0.004399961661749617,2350.4184783235037,2360.7830145771186,30
9352983528,5172386358,ok,0.000525503616787602,2682.7655618356707,2684.1757353345934,30
5172385318,6518850368,ok,0.000972526639718729,1929.715929748136,1931.5935427632553,16
7868195259,11383450559,ok,0.001401203713129618,5393.941129364797,5401.504437333805,46
9260067528,6729361891,ok,0.00500789150620733,1762.227170576732,1771.07434741731,18
3966873831,4644458289,ok,0.0008675325253716595,3700.454560725191,3703.6662183225653,35
11366072194,5172386529,ok,0.008799202164258635,2204.255958688841,2223.7372366464765,21
4709621206,9081625506,ok,0.0060466330395855345,4370.845828784445,4397.354793807742,28
4644457985,2093023420,ok,0.009235791480811037,2417.0284565994766,2439.45503159792,27
10614198465,6518850351,ok,0.00033759212557040136,9624.99949345516,9628.2493660276,60
11383564623,9201224530,ok,0.009110057521300893,1559.4541191529195,1573.7257448419148,21
9274304203,11375161476,ok,2.480563500076753e-05,2636.673212776116,2636.7386179406535,29
5130438580,11377005946,ok,0.0017570949750182149,4951.1270251483475,4959.834273055467,43
9259996658,5130438555,ok,0.00021976282272643662,3220.467886002612,3221.175702888809,41
5172386809,11383511600,ok,0.0032216443066028374,3334.674463298942,3345.4349221766515,27
11383454637,11368370544,ok,0.001966686755506191,4116.427198993167,4124.530887942304,28
9369659482,5913325097,ok,0.0014010133959341219,4933.1803906678515,4940.096686259826,63
9013292104,296061934,ok,3.9218915933715535e-06,1547.552763480295,1547.55883282637,16
4654975932,4646533396,ok,0.0016370527841752017,2410.857798017657,2414.807731731011,15
9352983242,5833798064,ok,0.0009985592540555856,4478.774231774817,4483.248786913196,50
6518850349,6518898213,ok,0.31113914734348785,196.41199419543491,268.0982751570535,3
12872566213,9369659486,ok,0.005137060203429385,5782.677371220292,5812.459764491981,36
9195159986,3966735845,ok,8.258655341086188e-06,5919.746649225356,5919.795538574519,44
3960713569,13072317595,ok,0.01520551612382256,3290.64390832145,3341.0621939335983,27
13169560597,13169574033,ok,0.5473242248053217,530.930353575773,917.7775826507778,5
11005384331,4644458182,ok,0.007103988495052532,4514.59706754378,4546.782901710058,41
9274304215,5920272169,ok,0.0003072327354411743,494.7767810160273,494.9288159937568,10
11290791054,10738348101,ok,0.0015631930851564908,6410.955413619245,6420.984811691621,38
9179722209,11370689774,ok,0.0003851357809201015,5123.813961943143,5125.787706090015,55
6967793518,5172386504,ok,0.0021579958754045204,4467.109743885136,4476.76015731849,34
7461497759,4690629654,ok,0.054356369986322484,1094.3024181259768,1155.4310400160596,9
11368472924,4675574557,ok,0.0001860116931145481,4478.781265065489,4479.614448240197,44
2377078374,11377007866,ok,3.755718214319514e-05,7688.482653282003,7688.771416447949,62
11383454611,4644457969,ok,0.001423236159791285,5310.3815603654475,5317.944868334456,43
5172386860,11263811699,ok,0.0012423534441755137,6005.656269816571,6013.122054179119,45
6518898189,4682895181,ok,0.00032496760899646817,1451.983959122751,1452.4558835541723,17
4655595065,9025772230,ok,7.247130582258258e-05,3960.665919165655,3960.952964197882,29
7259984517,5172242646,ok,0.005373603176174763,4917.464283895094,4943.959910324506,11
2094268655,6168025737,ok,0.0006022813654053556,7682.46491420504,7687.093313322606,55
4655595067,11383534598,ok,0.00018925259826350427,3581.1657950530957,3581.8436041211626,37
11383544054,12037635545,ok,0.00046902708837828294,6927.340815464454,6930.590688036893,27
9422127101,9369659504,ok,0.027025614181458373,1570.3636521559993,1613.3823797949408,16
11383544054,5920272167,ok,0.0001290388244848845,4748.005099338012,4748.617815865939,49
8086687224,5344150557,ok,0.0005723571720345427,12080.422545444704,12087.338841036679,81
4682895589,11377008416,ok,0.0008204001092168836,4812.66838889445,4816.618322607805,36
4761276195,11383564597,ok,0.0018197590310166836,5298.303357010459,5307.9537704438135,42
9078697598,4654976198,ok,0.0029892597888928904,2310.258702047315,2317.1749976392894,20
2093023341,11377007850,ok,0.00030697913974019346,6885.5431944811,6887.657237074472,55
9352983238,5172386435,ok,0.0035772286406612805,3523.5364457692785,3536.1635127470645,30
6424387026,11383450547,ok,0.001239117757735701,6535.835051199622,6543.938740148759,43
9369826386,5364054048,ok,8.705209919174831e-05,6855.258921340027,6855.855711995196,41
6518850376,8086956139,ok,0.000984150199372999,6497.839439509914,6504.237437268787,55
9078697597,5340979182,ok,0.01814338542119574,3411.3253804508076,3473.7832569615753,30
3966873826,9327595710,ok,0.0013979063733655587,2323.1896318314907,2326.4395044039297,31
5920272179,4642688815,ok,0.005083903892281017,1711.974279318374,1720.6999534711829,17
6730113078,1980805238,ok,0.01619506479856257,2536.8863647645394,2578.3058945233506,20
9236657912,5172386523,ok,0.006215193222599611,3268.2950782601956,3288.6714195366912,19
9352983491,2090312665,ok,0.001237235189171487,6665.871141830342,6674.1234961723985,40
11370689798,9369826407,ok,0.009973633094290576,1034.0200036786173,1044.3845399322322,21
6518850351,3345618712,ok,0.00033206270026004656,5381.719562573946,5383.506927646149,33
4682797812,9259996674,ok,0.07668224669175515,659.1931705955633,711.730170163212,10
607332489,8086956154,ok,4.232886679480909e-05,10971.845976575325,10972.31041221161,62
6294677771,8236242988,ok,0.0052678649100635876,3614.3102125144205,3633.4001479113235,14
5913325103,5172386357,ok,0.030124968287227247,1824.5276928061223,1880.3278000384184,19
9422127038,13073418366,ok,0.006844958279365784,1602.115926987215,1613.1199617809643,12
6168025735,9061534253,ok,0.0013897164524320218,1683.0721312116914,1685.412750264764,13
9352983540,5172385272,ok,0.028855368016276372,1347.1224113509575,1386.5603865310443,15
768530231,7868195280,ok,0.014724687214862468,2393.7830993964926,2429.2915909447593,22
4646520385,10738344152,ok,3.4234281510038564e-06,9975.275829453642,9975.309979152184,70
4690629659,4632668460,ok,0.00042624161770875573,3307.684947646824,3309.095121145747,39
13073428734,4682797800,ok,0.0005472086344408924,2854.5074296624016,2856.069868225937,27
4655595081,9170269022,ok,0.0042021995721733905,2879.931918429513,2892.0594303716584,32
4644457985,4790160837,ok,1.638067275560579e-06,3705.1842706455654,3705.19033999164,34
11383474047,11370676740,ok,0.00035434375566513807,4291.493095872075,4293.014029103761,39
13072303641,6518850354,ok,0.04803801025355911,1365.6400118231993,1432.8438878662935,13
9327595976,4646533401,ok,0.00027982936595754096,9771.1164610052,9773.851088925934,73
5913325107,4644458099,ok,6.204437033376506e-05,2909.818338301503,2909.998881748883,25
5172386482,4674272675,ok,0.0015382807528322095,4035.820425822287,4042.0334281510095,30
5172386809,5920272895,ok,0.0009633090505428566,2122.639215937575,2124.6849586883804,17
