s,t,status,forcedness_ln,L1,L2,path_len_edges
11383564630,9327481327,ok,0.015583374953599165,4414.012055166404,4483.336007755862,25
3582943810,7868195246,ok,0.028659291846722793,983.3223296388895,1011.9113652352838,14
11383564598,2094041221,ok,0.0038980962700499522,2174.1323559995008,2182.623872849608,34
9422127079,2093021682,ok,0.09190590992247148,1048.9941236689917,1149.9720497103858,12
4646709095,4654975954,ok,0.09990627720095843,911.0759352227209,1006.800263205994,8
11383436927,11368472921,ok,0.002198290234373846,2907.2448703352256,2913.6428680940976,29
6518898207,9201224528,ok,8.358733110786926e-05,2070.6862613562394,2070.859351728368,20
5172386351,3966737344,ok,0.0017674987812965734,3512.0325257738186,3518.2455281025414,27
7461497761,13169574033,ok,2.5214252504566083e-07,10182.16881857778,10182.17138593586,77
5913325094,4632668449,ok,0.00018574996606999267,3119.8905959457747,3120.4701693443167,29
11383454599,5833798078,ok,0.0011309836548101318,7161.117854019979,7169.221542969116,50
2352785202,5348056595,ok,6.64570620734339e-11,2805.5977617947383,2805.59776198119,21
11383553104,9025772230,ok,6.39875790282714e-05,4485.805730194045,4486.092775226272,33
4634227107,5364054051,ok,0.0006842489956334548,5770.680736948515,5774.63067066187,29
9259996679,9369659432,ok,0.0061412062311623815,2363.253497964615,2377.811380799046,25
6041001013,4712082127,ok,0.0003612215330221646,6653.207125883153,6655.610841671493,56
11383463958,9179722212,ok,0.0010273122667083718,6224.701250049348,6231.099247808221,52
11368472925,13073418379,ok,0.024154360754432745,1033.68248312072,1058.9544076196266,12
4644456574,7275931463,ok,0.00027407531255174814,9312.479916191545,9315.03258683123,66
5913325091,8086956154,ok,0.0007486825913820131,8542.475939168376,8548.87393692725,56
11377008388,607332489,no_path,,,,0
11377007816,2090300537,ok,4.942546478565755e-07,5194.402234577859,5194.404801935942,42
11368370607,4637864544,ok,0.0007129184852445511,8971.176280027626,8977.574277786498,51
13072263148,8900434785,no_path,,,,0
2093020483,9366887324,ok,0.004777008328598555,2895.1691291900756,2909.03246249905,20
5172386446,6518850350,ok,0.0005094118423198359,2509.044554200974,2510.3230168141426,18
4637514377,11370689791,ok,0.012848290983339616,3049.8346020780823,3089.2725772581703,39
11377008427,5172386504,ok,9.09104828813025e-05,5108.481561767569,5108.945997403853,33
11370676744,4644457922,ok,0.005080728346941176,2105.80006546008,2116.526288985909,26
11377008394,11366072231,ok,0.0006326437455271176,5271.076244630319,5274.412013113956,46
9352983242,9369659486,ok,0.00786474680231966,1312.6719410785158,1323.0364773321307,26
10738344065,5172386545,ok,0.0003959043460874916,8207.106912719464,8210.356785291904,61
3955454010,11370676753,ok,8.990410862917338e-05,5165.667802525142,5166.132238161425,43
5364054085,607332603,ok,0.0006413356092337272,6156.943689571333,6160.893623284687,35
9422127047,2925528373,ok,0.021540247676320724,1553.8067142616474,1587.6391673089606,11
2094043174,6518850348,ok,0.00239859028933289,2879.1814057000092,2886.095671191032,28
11782636757,9327481245,ok,0.001544558207099044,3785.3070905058694,3791.158235192437,16
4646484097,4644458300,ok,8.02980653336709e-06,4252.8498404660695,4252.8839901646115,46
11370689789,9195159951,ok,0.004545949272317378,2661.7031065489823,2673.830618491127,32
12944417196,4644456542,ok,0.00010787682540196802,4305.007902123872,4305.472337760154,23
7868195246,9422130117,ok,0.012203208398840341,2328.4820248117467,2357.071060408141,24
11377005950,806429334,ok,0.0025848332512177644,2692.0767810200787,2699.0443517233025,18
5913325115,4682797807,ok,0.012182332600959342,2053.8162560823416,2078.9895522199495,18
11368472927,4644456573,ok,0.0030886672556223954,4211.093664134102,4224.120438574565,39
9369659434,4646709163,ok,0.0011545762921626737,4318.504270163727,4323.493192303068,42
2090306793,11383454605,ok,0.004580740224350288,1765.029728008466,1773.133416957603,12
9369826371,4644456530,ok,0.0019688640906684292,2614.8934715798723,2620.046912985108,26
9170269039,9352983242,ok,0.003726656421593916,1650.5709067768842,1656.7334932349706,26
12355192289,4646533396,ok,0.0016851294258401768,9216.684666014418,9232.22906603835,61
9352983240,2093021686,ok,0.0010748841864086302,2249.4120915781937,2251.83124898825,20
4711514176,9369659451,ok,0.5994372928695778,706.2284308326133,1286.108195284006,7
11370689798,9369862959,ok,0.005996760130197009,1913.502563546209,1925.0118541652957,26
4637864544,11377005952,ok,0.0005099924526524287,12542.080571959877,12548.478569718749,82
2925528387,9352983236,ok,0.08404836231181231,1029.4408107806587,1119.7037204220696,12
4690629670,12944417196,ok,0.0006857780476688209,6142.813925876651,6147.027977604863,39
9422127049,3960700332,ok,0.0014661154369363764,4234.6249114499615,4240.837913778684,33
11383463961,7259984581,ok,0.0055546875543938485,4756.7224678882185,4783.21809431763,13
13072263158,9143649305,ok,0.023168166276494987,2521.6167344725486,2580.719983529184,18
9369659521,12872549850,ok,0.0005506378491436572,5900.389717457571,5903.6395900300095,37
11383450521,3966737330,ok,0.0017958964078394978,5986.313791903696,5997.074250781407,40
9259996658,13072303636,ok,0.004741297439652645,1277.2544081821352,1283.324630230066,14
6147416347,9237433041,ok,0.0007545440640059781,2488.9621237187316,2490.840864021755,20
4655595070,6146972175,ok,0.0020074070739062384,3763.9197789401837,3771.483086909192,44
11368370569,9170269035,ok,0.00036696350266958477,3483.2566281313693,3484.535090744538,32
5172386877,7275931462,ok,0.00048515728091073755,8789.183389497743,8793.448560368108,48
11383564615,5172386459,ok,0.0008737800455201078,3387.008885676362,3389.969679807702,32
12364877229,6168025738,ok,0.039555948664844603,1932.775904829913,2010.7609065093404,20
9369659451,4674272674,ok,0.00028463512772060117,4013.9318185454267,4015.0744871553584,44
11263811668,2089653253,ok,0.0011653306808923807,8535.075574921544,8545.027557902058,43
10913605003,5364054065,ok,0.0005650815060323235,6988.049969889916,6991.99990360327,38
9369659509,9259996671,ok,5.159391996048667e-05,2028.9877100574665,2029.0923961875405,27
3960713565,4644458097,ok,4.739320047407562e-11,3934.139481982065,3934.139482168516,33
5130438554,9352983254,ok,0.008643000416586378,3209.412492734628,3237.2716662439343,29
9194681975,4674264728,ok,0.009684137769736603,4052.7430460381224,4092.181021218209,39
10614198452,4648167353,ok,0.0005594434478189319,11433.163247718123,11439.561245476998,64
9369825759,8900434802,ok,8.077196256526524e-05,8115.414124801205,8116.069649200735,63
11246227941,11377007845,ok,3.146136449691247e-05,4578.87462549787,4579.018685407597,42
4644456541,9081636044,ok,0.0005026110832726446,6464.35392691751,6467.603799489948,53
6518850371,8086586475,ok,1.6271599497375167e-05,8957.3432417596,8957.488993247192,57
5172386351,9327481445,ok,0.0011221264189525335,9231.332589839996,9241.697126093612,73
9259996673,4682895185,ok,0.000352692504796889,503.99414222003725,504.1719285265657,9
11366072198,6147418739,ok,0.0017982388697102968,2972.3817652937673,2977.7316264422316,27
6168004553,4761276199,ok,0.0004826521679145388,4215.302649575629,4217.337665600806,29
9263028986,9220694513,ok,0.0006636247379395331,3073.404199354775,3075.4444633210965,27
10182037320,13072317577,ok,0.002190878081597187,4725.587776286926,4735.95231254054,47
11383553094,3008086106,ok,4.394308854506362e-05,6571.154440439601,6571.443203605547,54
4682895589,9179722209,ok,0.007922369792014636,3235.9580683995264,3261.696344299084,27
11375161477,11370689774,ok,0.0014950398842277616,6927.434241625354,6937.798777878969,60
9170269039,4651169942,ok,0.00026330016209277204,1712.3464342000611,1712.7973546548544,23
4646571251,5344150557,ok,0.25701741090486135,769.4223990112603,994.9152056841941,2
4644458326,7259984526,ok,0.00037051039787448504,8769.714891856693,8772.964764429133,50
9369659503,2094043174,ok,0.015441554342414853,545.6785165997653,554.1700334498723,12
4553784765,4632668434,ok,9.037741206466162e-06,3357.5099066146227,3357.5402510573795,32
5172385272,5172386357,ok,0.010230638600487297,2772.702913305372,2801.2150346756935,25
2925528382,11383463945,ok,0.0006451426594036925,3955.4775562663085,3958.030226905995,39
11366072222,9170269045,ok,0.00024862829199129706,5141.424889857972,5142.7033524711405,45
5464361360,10614202031,ok,9.823794269632176e-05,9873.349217643832,9874.31920280239,65
437305859,11368370550,ok,0.0009219213669933607,6936.653401869139,6943.051399628011,44
2094269048,7868203102,ok,0.006376589323791068,4675.328969669747,4705.236876342035,40
5599526715,437306384,ok,0.0011851127604203188,5239.435190559404,5245.648192888126,47
9201224528,13072303640,ok,9.434647361041587e-05,1834.5381697946273,1834.711260166756,18
5344150555,2094042063,ok,4.306876973102332e-05,6704.555283464059,6704.844046630004,55
4674272669,11383564617,ok,0.0035193774332487686,4048.024706422597,4062.2963321115926,41
8086463043,11383534622,ok,0.0021821678881271326,4673.63448755658,4683.844278343507,16
3966747291,9366887327,ok,0.007659475195793636,3447.6999493386857,3474.2089143619833,23
4661291275,8491438782,ok,0.0012371177035782645,5885.843942923459,5893.1299305486455,32
4644458355,437306443,ok,0.014812316666331581,2282.9004112612442,2316.967135761671,20
9081650308,11375055962,ok,0.0005322246998551113,12018.03547528158,12024.433473040452,58
4641835261,9327481444,ok,0.0017040305704501323,5835.286243966069,5845.238226946584,35
5130438554,9179722209,ok,0.0025684877317445143,3592.8697478858303,3602.109851221214,29
7868195252,6729361934,ok,0.021649573336288107,1148.9473135355538,1174.0927444453646,17
9194681975,7461492178,ok,0.00011442037081378276,5001.965948327308,5002.538307870084,45
9274304193,11383494920,ok,0.0017554146548246121,5492.688377871981,5502.338791305336,45
5833798060,9422130119,ok,0.001837887854857293,5245.993620072187,5255.644033505542,37
11005384329,5172386540,ok,0.11829845184031959,1476.9395543190171,1662.4136127139327,9
9170269045,3966737286,ok,9.42307354309113e-06,5188.234878580846,5188.283767930009,37
5172386412,3966737306,ok,0.0014569081946613394,4774.1177931578195,4781.078313681455,38
4679542695,3966871790,ok,0.0005176443449992204,8237.445431417418,8241.710602287782,45
3191227039,4690629669,ok,0.0008023994329938223,6664.654600733395,6670.004461881859,34
5172386899,5340984879,ok,0.004296518266282082,4179.957310941115,4197.95521034476,27
10738344068,10738348101,ok,0.13235580848505282,1533.8369947434833,1750.8970283024107,10
4922052444,11005384329,ok,6.17068246082582e-05,7526.255158223874,7526.719593860156,41
4644456578,2093023623,ok,0.008626827306567119,2578.538402290529,2600.879234486838,26
5920272911,9369659491,ok,0.00039201387968713735,4449.593484381876,4451.338128726776,51
12037635561,2094031775,ok,0.00042860957836074785,7580.73622937115,7583.98610194359,37
5348062444,11383454639,ok,0.0012568897447082382,6443.363332621779,6451.467021570916,43
11368472925,4690629670,ok,0.0056523363607605065,2684.034323170877,2699.248344847298,17
4682895171,4654975935,ok,7.031163615631653e-05,2065.353828912214,2065.499052424558,24
