u,v,forcedness_ln_mean,forcedness_ln_median,n_forcedness,n_path1,n_no_alt,no_alt_ratio
9422130119,9422127085,0.0035810663243040935,0.0012219503576518021,96,96,0,0.0
9422127085,9422127083,0.0015952936293340194,0.0004897139153406216,39,39,0,0.0
9422127083,9422127104,0.0015952936293340194,0.0004897139153406216,39,39,0,0.0
9422127104,9422127101,0.0015952936293340194,0.0004897139153406216,39,39,0,0.0
9422127101,414688985,0.0028097566709472804,0.000788541303248373,64,64,0,0.0
414688985,2093021221,0.002044462940581586,0.0005266341100769545,57,57,0,0.0
2093021221,5172386542,0.0017156121719420912,0.0005117370597829714,55,55,0,0.0
5172386542,5172386541,0.0016696940688818226,0.00050746352357841,57,57,0,0.0
5172386541,2093020471,0.0016789200815280501,0.000499284015529303,56,56,0,0.0
2093020471,5172386522,0.0018107707687207166,0.0005191855849299629,60,60,0,0.0
5172386522,2093021681,0.001494459589631926,0.000499284015529303,54,54,0,0.0
2093021681,5172386538,0.001494459589631926,0.000499284015529303,54,54,0,0.0
5172386538,4711514083,0.001494459589631926,0.000499284015529303,54,54,0,0.0
4711514083,11292996709,0.0014039872177520616,0.0004897139153406216,53,53,0,0.0
11292996709,2093019980,0.0016072449774610852,0.00050746352357841,63,63,0,0.0
2093019980,3955455239,0.0017886536037271202,0.0005859075071689678,103,103,0,0.0
3955455239,4690629623,0.0018815523461548692,0.0006493091785754125,108,108,0,0.0
4690629623,4690629617,0.0015350083148408331,0.0005087830254126949,64,64,0,0.0
4690629617,11368370604,0.0009747334513700337,0.0004993390528265785,74,74,0,0.0
11368370604,4690629605,0.0011352600038886014,0.0004993390528265785,72,72,0,0.0
4690629605,4690629649,0.0015627656420347186,0.0005266341100769545,87,87,0,0.0
4690629649,5172386831,0.0015056338885128804,0.0005322246998551113,97,97,0,0.0
6168025722,5920272907,0.0017625236781085621,0.000491104507480196,71,71,0,0.0
5920272907,5917912204,0.002486596653340464,0.0006350572284629313,45,45,0,0.0
5917912204,5913230266,0.003730719304856698,0.0007232621924059068,27,27,0,0.0
5913230266,358924988,0.003741111241783058,0.0007232621924059068,27,27,0,0.0
358924988,5913323484,0.003205665513456615,0.000654521266203256,25,25,0,0.0
5913323484,5913323483,0.0014938197498874349,5.620119523825026e-05,28,28,0,0.0
5913323483,5913325110,0.005739321505917964,0.000491104507480196,5,5,0,0.0
5913325110,7461492785,0.00010494572464189753,0.00010494572464189753,2,2,0,0.0
7461492785,5913325099,0.0003093442544087292,0.00022669379765346068,5,5,0,0.0
5340962524,3960713581,0.0017395022470842155,3.335882097430152e-05,36,36,0,0.0
3960713581,5340979170,0.0017395022470842155,3.335882097430152e-05,36,36,0,0.0
5340979170,3966737344,0.0016171428760450193,3.476891949125668e-05,40,40,0,0.0
3966737344,9016195353,0.0011668286343955276,3.335882097430152e-05,36,36,0,0.0
9016195353,5340979182,0.002096333083816288,3.335882097430152e-05,36,36,0,0.0
5340979182,3960700331,0.008713851914310568,0.0013907768255005525,20,20,0,0.0
3960700331,3960700332,0.009569696927573892,0.0008906568926837548,14,14,0,0.0
3960700332,1980805248,0.009569696927573892,0.0008906568926837548,14,14,0,0.0
1980805248,4654975930,0.00895818410140778,0.0005962010249471908,15,15,0,0.0
4654975930,5348067224,0.00895818410140778,0.0005962010249471908,15,15,0,0.0
5348067224,4654975923,0.0011317294595533985,0.0006611221223268762,97,97,0,0.0
4654975923,4654975905,0.0011254576512581011,0.0006565977006288729,98,98,0,0.0
4654975905,1980805277,0.0012818810791858227,0.0006766913611600207,96,96,0,0.0
1980805277,6168025710,0.003047044279609702,8.52769627586457e-05,39,39,0,0.0
6168025710,358928055,0.003997852503508388,8.632481101901639e-05,40,40,0,0.0
358928055,5346255521,0.004949954345863303,0.00011179684803749423,43,43,0,0.0
5346255521,414688690,0.004531887824198029,0.0005562197952392286,60,60,0,0.0
414688690,11290791050,0.0033135210364152834,0.000382927125159342,56,56,0,0.0
11290791050,11290791054,0.007841014806936804,0.0019539968760373394,7,7,0,0.0
11368342964,5172386801,0.010197779286260939,0.0015631930851564908,5,5,0,0.0
5172386801,13072303640,0.0006128820226321344,0.0003227753482004588,9,9,0,0.0
7868203086,7868195258,0.003362071125389213,0.0005911688647035014,17,17,0,0.0
7868195258,4682797814,0.00438713595866986,0.0022090820730230947,113,113,0,0.0
4682797814,3582943805,0.004203531061681625,0.0021574711146010866,109,109,0,0.0
3582943805,5347213073,0.004570388864513838,0.002275403337543759,136,136,0,0.0
5347213073,5347100977,0.004563482485728254,0.002393368479051437,141,141,0,0.0
5347100977,2089664699,0.004480026123142895,0.002336554631633136,147,147,0,0.0
2089664699,9078670677,0.004725095442010174,0.0028651223884904146,120,120,0,0.0
9078670677,2090300537,0.003718258307912295,0.0019020688785619656,158,158,0,0.0
2090300537,9352962608,0.00431324073026655,0.0025819902654725464,103,103,0,0.0
9352962608,2094030918,0.004059032792774438,0.0024876793722619917,90,90,0,0.0
2094030918,9352983537,0.0038089573760316303,0.002003037501839734,89,89,0,0.0
9352983537,2093023429,0.002995536918640017,0.0017298673582741837,84,84,0,0.0
2093023429,8491438773,0.002634840139095485,0.0008074945704290436,116,116,0,0.0
8491438773,8491438756,0.0026771700556135845,0.0027045093905982004,10,10,0,0.0
8491438756,437306404,0.0029464571432760737,0.0027045093905982004,22,22,0,0.0
437306404,9369826368,0.0036958863272328582,0.0033541163303466297,15,15,0,0.0
9369826368,9422127075,0.0035838572437262425,0.0031824737173260023,15,15,0,0.0
9422127075,414688985,0.003306757411964658,0.003000359260034067,21,21,0,0.0
414688985,5172240731,0.006747938527732466,0.0030984223302088962,25,25,0,0.0
5172240731,357951330,0.008861347636333687,0.001712287189446283,18,18,0,0.0
357951330,9422094474,0.005893302399013139,0.0012290592412494813,11,11,0,0.0
9422094474,5172386471,0.005893302399013139,0.0012290592412494813,11,11,0,0.0
5172386471,5172386466,0.001982276364556058,0.0007220925700244798,65,65,0,0.0
5172386466,11738716272,0.007590894779759679,0.001655079932804655,10,10,0,0.0
11738716272,4054947893,0.007590894779759679,0.001655079932804655,10,10,0,0.0
4054947893,11738716281,0.007420179944775845,0.0020811006243598284,11,11,0,0.0
11738716281,11368472925,0.009066445883462334,0.0028180560138940233,8,8,0,0.0
11368472925,358925467,0.008311625708780501,0.0020811006243598284,9,9,0,0.0
358925467,13073428734,0.004737998625250636,0.0005911688647035014,5,5,0,0.0
13073428734,5364054085,0.004158495334691786,0.0012423534441755137,7,7,0,0.0
5364054085,11368472901,0.0016190466852256003,0.0009167611544395075,4,4,0,0.0
11383450521,11383450508,0.0005400584005479671,0.0004617398647625849,17,17,0,0.0
11383450508,11383450486,0.0010290054319809219,0.0004553982846258758,18,18,0,0.0
11383450486,11383450494,0.000512155561292048,0.0004621582803786428,18,18,0,0.0
11383450494,11383450479,0.0012011170582604377,0.0005671063650422191,30,30,0,0.0
11383450479,11383450474,0.0012326146746937721,0.0006313572000717985,32,32,0,0.0
11383450474,2093023341,0.0012745655616001653,0.0006313572000717985,32,32,0,0.0
2093023341,6146972175,0.0013524557799936305,0.0006313572000717985,34,34,0,0.0
6146972175,5172385295,0.0009996333367377533,0.0006272439201289283,31,31,0,0.0
5172385295,3966746423,0.0022224690168281378,0.0006272439201289283,31,31,0,0.0
3966746423,5172385304,0.0016365561335182598,0.0007484008416385234,39,39,0,0.0
5172385304,5172385278,0.0036631491589616395,0.0007484008416385234,43,43,0,0.0
5172385278,9422127040,0.003955901355864384,0.0007484008416385234,39,39,0,0.0
9422127040,5172385272,0.004324366606477463,0.0008733408377164607,42,42,0,0.0
5172385272,9194681975,0.004767474611817258,0.0012406617281749757,44,44,0,0.0
9194681975,9422127060,0.0047898227067662245,0.0012406617281749757,50,50,0,0.0
9422127060,9422127085,0.0047898227067662245,0.0012406617281749757,50,50,0,0.0
9422127085,9422130119,0.0038618456283011204,0.0005558889543741877,83,83,0,0.0
9422130119,9422130117,0.003886528040172386,0.0005546264656811648,82,82,0,0.0
9422130117,2089666820,0.0031991364995480427,0.0005546264656811648,82,82,0,0.0
2089666820,9078652286,0.0025793354316619617,0.0006157616534272946,108,108,0,0.0
9078652286,8491438761,0.003988664381161175,0.0007442246398292863,113,113,0,0.0
8491438761,437306406,0.00396350311600288,0.0007463127407339048,114,114,0,0.0
437306406,8491438750,0.0028730667594881808,0.0006360022510626181,92,92,0,0.0
8491438750,8491438773,0.0028730667594881808,0.0006360022510626181,92,92,0,0.0
8491438773,2093023429,0.0035882902359618356,0.0008573842437447948,116,116,0,0.0
2093023429,9352983537,0.0031543686457096635,0.0008203742208405318,107,107,0,0.0
9352983537,9369825759,0.004590685596608235,0.002678349169516799,21,21,0,0.0
9369825759,11370676741,0.0027145449607085498,0.00181337456099339,21,21,0,0.0
11370676741,4712721481,0.0022351406664713387,0.0015458953177367243,19,19,0,0.0
6146228324,10614198463,0.00173800607990402,0.0003412703961630189,3,3,0,0.0
10614198463,12037635562,0.001313433175468243,0.0005075735981729611,5,5,0,0.0
12037635562,12037635559,0.001313433175468243,0.0005075735981729611,5,5,0,0.0
12037635559,6146228327,0.001025466682056797,0.0005075735981729611,7,7,0,0.0
6146228327,4637894053,0.0009883088533353909,0.0005075735981729611,13,13,0,0.0
4637894053,7259984581,0.00097606698149317,0.0005087830254126949,16,16,0,0.0
7259984581,7259984568,0.003248183975358054,0.00042860957836074785,21,21,0,0.0
7259984568,7259984586,0.0008697909022410895,0.0004680915882668545,24,24,0,0.0
7259984586,7259984656,0.0008538067027684419,0.00047018591542490106,25,25,0,0.0
7259984656,3966747272,0.0007725152083881805,0.000426484484162268,28,28,0,0.0
3966747272,9081636045,0.0009621410876169822,0.0004572992297715812,40,40,0,0.0
9081636045,2090306809,0.0009621410876169822,0.0004572992297715812,40,40,0,0.0
2090306809,9081636043,0.0010993220757182544,0.0004841256817536643,50,50,0,0.0
9081636043,2090304564,0.001352838610437553,0.000509518007889118,62,62,0,0.0
2090304564,9327595807,0.0017643310895210868,0.0004675561672931495,43,43,0,0.0
9327595807,9327595813,0.004553604999117665,0.004166667509841878,12,12,0,0.0
4637864544,6146228327,0.00038576971100320504,0.00034537833810434327,5,5,0,0.0
2090304564,11383436922,0.002035506262407058,0.0007605487394102186,28,28,0,0.0
11383436922,2090308410,0.0016668308266808058,0.0007605487394102186,28,28,0,0.0
2090308410,11383474048,0.0014081557319450889,0.0005594434478189319,27,27,0,0.0
11383474048,11383450536,0.0013935173427254213,0.0005637872780543921,28,28,0,0.0
11383450536,11383463945,0.000853765922059839,0.0005681311082898524,25,25,0,0.0
11383463945,11383450522,0.000768166662615336,0.0005859075071689678,65,65,0,0.0
11383450522,11383494909,0.0008658827502031885,0.000689891116790594,50,50,0,0.0
11383494909,11383494908,0.0007960670160673321,0.0006661115844658974,49,49,0,0.0
11383494908,11383494920,0.0012891616229914206,0.0007730894043770356,54,54,0,0.0
11383494920,4077547281,0.0012821911735726172,0.0007970150035796843,55,55,0,0.0
4077547281,11383511600,0.0013123893161620587,0.0008491556728530559,57,57,0,0.0
11383511600,11383450512,0.0018690526137368246,0.0008665762126171812,59,59,0,0.0
11383450512,13073418366,0.0018549294135304095,0.0008689483922164093,62,62,0,0.0
13073418366,2090306848,0.0013358901611974538,0.0007314172271448388,52,52,0,0.0
2090306848,11383450470,0.0013605887464157344,0.0008713205718156375,61,61,0,0.0
11383450470,2090305027,0.001351208195970137,0.0008713205718156375,61,61,0,0.0
2090305027,11005384324,0.0013560621960933901,0.0008885537383864445,64,64,0,0.0
11005384324,9482872254,0.0015401672060511786,0.0009088180825071214,68,68,0,0.0
9482872254,2090306793,0.0015401672060511786,0.0009088180825071214,68,68,0,0.0
2090306793,11005384326,0.0024391943574608287,0.0008665762126171812,61,61,0,0.0
11005384326,11005384329,0.0029774851313338867,0.0008885537383864445,64,64,0,0.0
11005384329,4712648258,0.0047516538499336675,0.0009057869049572515,65,65,0,0.0
4712648258,2090306862,0.004781777293699826,0.0009057869049572515,65,65,0,0.0
2090306862,5172386466,0.004233330113819897,0.0008885537383864445,66,66,0,0.0
5172386466,5172386471,0.004419914741771461,0.0010305682327999797,78,78,0,0.0
5172386471,9422094474,0.006890382296711979,0.006501480107691382,20,20,0,0.0
9422094474,9422094486,0.0033192123582416275,0.0033192123582416275,2,2,0,0.0
768530239,768530231,0.0010886048061064897,0.0007445545087656216,4,4,0,0.0
768530231,11782636755,0.006476431414025272,0.001250671033295026,7,7,0,0.0
11782636755,2352785207,0.017209540164733868,0.002673253416618744,10,10,0,0.0
2352785207,2087123502,0.00383304472556148,0.0010836569938690943,81,81,0,0.0
2087123502,2087123484,0.0016056961376466755,0.0012954115920438712,6,6,0,0.0
2087123484,2094043166,0.00139888117085928,0.001230127839771481,9,9,0,0.0
2094043166,2094041223,0.00139888117085928,0.001230127839771481,9,9,0,0.0
2094041223,9369659432,0.001619743913761455,0.0013606953443162616,7,7,0,0.0
9369659432,9369659435,0.0016125509831240558,0.001461447906489261,8,8,0,0.0
9369659435,2094041221,0.0016125509831240558,0.001461447906489261,8,8,0,0.0
2094041221,2094039474,0.0016125509831240558,0.001461447906489261,8,8,0,0.0
2094039474,2925528389,0.0016125509831240558,0.001461447906489261,8,8,0,0.0
2925528389,2094117596,0.0016125509831240558,0.001461447906489261,8,8,0,0.0
2094117596,2925528390,0.0018382197180504376,0.0016331155195561963,10,10,0,0.0
2925528390,11370689797,0.002611250555218913,0.0015540478931994925,62,62,0,0.0
11370689797,9369659448,0.002611250555218913,0.0015540478931994925,62,62,0,0.0
9369659448,2087123573,0.002537453290845016,0.0015540478931994925,60,60,0,0.0
2087123573,11383553077,0.002617977681511523,0.0016331155195561963,58,58,0,0.0
11383553077,2088594502,0.0023627924486413292,0.0015540478931994925,54,54,0,0.0
2088594502,4711514179,0.002607298425765353,0.0017040305704501323,55,55,0,0.0
4711514179,4711514176,0.002607298425765353,0.0017040305704501323,55,55,0,0.0
4711514176,11383553126,0.002607298425765353,0.0017040305704501323,55,55,0,0.0
11383553126,11383553120,0.002926571798777938,0.002827864973852735,15,15,0,0.0
11383553120,9327595743,0.003720186642331992,0.0012954115920438712,38,38,0,0.0
9327595743,9327595760,0.003600670667129582,0.0012470969822333876,40,40,0,0.0
9327595760,13059088506,0.0036867816448790513,0.001264066124695294,39,39,0,0.0
13059088506,9327595773,0.003622332898689476,0.0012470969822333876,40,40,0,0.0
9327595773,9075904253,0.0031490437995847762,0.0012470969822333876,42,42,0,0.0
9075904253,9327595729,0.003076373698711505,0.0008453099561019125,27,27,0,0.0
8491438773,8491438763,0.13030100600385178,0.13030100600385178,1,1,0,0.0
8491438763,9369825754,0.011492191147148516,0.0039270003013881696,29,29,0,0.0
9369825754,4712720529,0.011492191147148516,0.0039270003013881696,29,29,0,0.0
4712720529,2094030915,0.011573141898705135,0.003912548285719061,28,28,0,0.0
2094030915,2087123402,0.0070550602640500745,0.003824402649882547,64,64,0,0.0
2087123402,2087123404,0.008216913631665991,0.003949601231420437,44,44,0,0.0
2087123404,9369659502,0.008488235807156522,0.003949601231420437,42,42,0,0.0
9369659502,9369659501,0.02475991795049172,0.00491867873909068,6,6,0,0.0
9422127079,9422127106,0.006197613376341509,0.0013434737545327375,5,5,0,0.0
9422127106,9422127105,0.0027786863539332454,0.0012483152738960127,7,7,0,0.0
9422127105,9422127075,0.004596152380774039,0.0012483152738960127,9,9,0,0.0
6070570528,6070570529,0.0007896236885509188,0.0005600279468382369,3,3,0,0.0
6070570529,3008086121,0.03683580571704949,0.0031713737796394545,4,4,0,0.0
11757562278,11377005950,0.004548339467751765,0.0033505450371925207,6,6,0,0.0
11377005950,3966735832,0.004731887680863831,0.0026599539821641994,8,8,0,0.0
3966735832,11377007864,0.0048412980122337496,0.0025848332512177644,7,7,0,0.0
11377007864,3966735841,0.0048412980122337496,0.0025848332512177644,7,7,0,0.0
3966735841,11377005944,0.003171110866587024,0.0010379228962941651,12,12,0,0.0
11377005944,11377007865,0.003057647352541558,0.0015906303785586393,14,14,0,0.0
11377007865,3955453977,0.003057647352541558,0.0015906303785586393,14,14,0,0.0
3955453977,4642688817,0.003585878950875708,0.0025848332512177644,15,15,0,0.0
4642688817,4642688816,0.006831423542653182,0.0032314172950738468,9,9,0,0.0
4642688816,5833798077,0.00615101729924193,0.0029832460040922406,10,10,0,0.0
